hx, hy
0.01, 0.44
0.01, 0.44
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.44
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
0.01, 0.45
-0.00, 0.45
-0.00, 0.45
-0.00, 0.45
-0.00, 0.45
-0.00, 0.45
-0.00, 0.45
-0.02, 0.45
-0.02, 0.45
